keyword,arousal_value
约定,0.16666666666666674
eason,0.5
首歌,0.3979035639745546
王菲,0.8913815690849718
一首歌,0.3979035639745546
街边,0.4285714285714288
好久,0.3181818181818181
爱人,0.14109348407821076
五年,0.2983894460316896
抗洪救灾,0.5967527282406182
瞎逛,0.3568927093282399
收发室,0.5
没有,0.4032472717593826
地铁口,0.49268537703271187
想起,0.25531914893617036
可真快,0.3584502903761059
陈生,0.0982834666222977
爱是,0.18248175182481763
offer,0.33333333333333337
人能,0.332129963898917
国语版,0.6464022406194653
高嘉琦,0.601416566502794
有个,0.4032472717593826
想触,0.33333333333333337
怜悯之心,0.6300872985397827
再不来,0.6666666666666666
心跳声,0.33333333333333337
也许,0.35937500000000056
唱的歌,0.4335806850681392
自己,0.4032472717593826
那台,0.5833333333333336
今年夏天,0.1692307692307693
入耳,0.5
番话,0.1947831597452908
斑白,0.8
弹唱,0.3356928863111357
砰砰,0.14121055615040634
两鬓,0.6666666666666666
婷婷,0.5
快递,0.8
六点,0.33333333333333337
熬夜,0.5000000000000004
半分,0.3968900046308709
车牌,0.5
我爱你,0.18248175182481763
除夕,0.33333333333333337
觉得,0.4032472717593826
沙哑,0.28296469251885326
柔情,0.2500000000000001
记不清,0.5
感人,0.4285714285714288
歌手,0.44444444444444464
男生,0.23030137596391087
独一无二,0.5
殿堂,0.33333333333333337
片面,0.33333333333333337
怎么,0.4032472717593826
乞丐,0.33333333333333337
舍得,0.2500000000000001
以后,0.4032472717593826
牵着,0.13636363636363658
发誓,0.16666666666666674
诉说,0.09999999999999987
深情,0.4615384615384618
留着,0.30188679245283045
一个,0.29671361502347426
之日,0.311688311688312
失眠,0.3181818181818181
再见,0.5000000000000004
过得,0.5
清晨,0.16666666666666674
角落,0.235294117647059
骄傲,0.8333333333333335
商场,0.7000000000000001
商标,0.5
分手,0.09756097560975607
流泪,0.3129770992366411
艺人,0.7142857142857144
还是,0.4032472717593826
知道,0.4032472717593826
嗓子,0.6842105263157898
说实话,0.5555555555555558
婚礼,0.3214285714285716
第三个,0.34782608695652173
呼唤,0.33333333333333337
嫁给,0.1428571428571429
超市,0.1428571428571429
梦想,0.2777777777777781
停住,0.40264982836524554
这样,0.4032472717593826
有过,0.4032472717593826
急切,0.5
路边,0.2666666666666667
一堆,0.5161290322580645
版本,0.2807017543859651
车上,0.4666666666666667
某个,0.4032472717593826
技巧,0.5
我会,0.2500000000000001
论文,0.40000000000000013
认得,0.33333333333333337
整整,0.2857142857142859
缓缓,0.2000000000000003
收回,0.33333333333333337
暗暗,0.545184357944413
拿到,0.4032472717593826
婚姻,0.18181818181818177
感动,0.38888888888888884
不来,0.35728385313857103
在家,0.4342105263157895
可以,0.4032472717593826
牺牲,0.7333333333333333
脚步,0.41176470588235314
不论,0.4032472717593826
匆匆,0.1428571428571429
这座,0.2857142857142859
千万,0.62962962962963
男女,0.19999999999999996
见面,0.16666666666666674
哪个,0.4032472717593826
依旧,0.24000000000000032
到处,0.7000000000000001
承诺,0.2857142857142859
到来,0.5833333333333336
明天,0.25531914893617047
记得,0.2916666666666665
外面,0.33333333333333337
哥哥,0.5714285714285716
医生,0.4545454545454549
不行,0.3548387096774195
区别,0.2857142857142859
一份,0.18518518518518534
将来,0.30000000000000027
那时,0.4032472717593826
故事,0.11805555555555569
见到,0.1904761904761907
距离,0.11111111111111127
常常,0.4032472717593826
公里,0.31578947368421095
下午,0.23684210526315785
男人,0.34883720930232565
日子,0.1428571428571429
实在,0.29166666666666685
在于,0.41176470588235314
听到,0.4277456647398845
确实,0.3846153846153848
变成,0.4032472717593826
有时,0.4032472717593826
哪里,0.4032472717593826
喜欢,0.20087336244541487
身体,0.47222222222222254
真是,0.4032472717593826
不好,0.4285714285714288
真的,0.32327586206896575
状态,0.6000000000000002
女人,0.18604651162790697
坐在,0.26865671641791056
这次,0.2500000000000001
离开,0.15000000000000002
处理,0.4032472717593826
单位,0.37500000000000044
才能,0.39622641509433976
正是,0.5000000000000004
孩子,0.328125
或者,0.4032472717593826
稳定,0.5
下来,0.4032472717593826
回来,0.4054054054054055
