keyword,arousal_value
好听,0.3846153846153846
粤语版,0.6464022406194653
忘记,0.18518518518518534
国语,0.5
中文,0.6666666666666671
粤语歌,0.5055720859363728
alin,0.5
婚礼,0.3214285714285716
粤语,0.5
首歌,0.3979035639745546
跟你走,0.2176870748299321
理由,0.2500000000000001
歌词,0.3688524590163934
发音,0.5
总是,0.4032472717593826
什么,0.4032472717593826
翻唱,0.40626409032023303
个人专辑,0.5142857142857147
伴郎,0.5
中老,0.5
奸笑,0.5085499791463928
单曲,0.33333333333333337
故事,0.11805555555555569
穿著,0.3469947128514157
醫院,0.5
欣宜,0.5
電話,0.5
经典歌曲,0.741872827642609
一聲,0.5
高興,0.601416566502794
红毯,0.5
還是,0.4285714285714288
那間,0.5
趕去,0.3911828497871449
還沒有,0.5
中風,0.5
要問,0.33333333333333337
闖紅燈,0.5967527282406182
郑少秋,0.30325984038955756
你給,0.5
英文歌,0.5509749882972106
WiFi,0.5
離開,0.06583081304871274
KFC,0.5
始終,0.49662199579133903
知道,0.4032472717593826
首张,0.5567789969425163
听到,0.4277456647398845
不是,0.35728385313857103
第二张,0.5089961344016968
唱出来,0.428115015974441
专辑,0.5142857142857147
唱唱,0.45335127968729827
哭成,0.4079473813713347
一天,0.30813953488372103
别来,0.4032472717593826
神秘感,0.564810988751031
中文版,0.5
博大精深,0.5
年月日,0.5
先入为主,0.5
听得懂,0.5115517257452102
通俗易懂,0.9221119736774459
撇嘴,0.580045460425406
配角,0.5
哈哈哈,0.30000000000000027
一下,0.4032472717593826
看到,0.4032472717593826
贝克,0.5
觉得,0.4032472717593826
日语,0.5
可是,0.4032472717593826
不同寻常,0.5
烙印,0.5
场子,0.28847489404824
哀伤,0.07899045416298822
普通话,0.5
唱片,0.5714285714285716
惊呆,0.4992674722518494
百度,0.6923076923076924
爱心,0.21296296296296324
好久,0.3181818181818181
想像,0.27884615384615397
一定,0.4032472717593826
有种,0.493975903614458
我怕,0.18181818181818177
一通,0.6428571428571431
踏上,0.5650465151778565
讨厌,0.5000000000000004
要来,0.4032472717593826
因为,0.4032472717593826
咖啡,0.11111111111111116
本是,0.4032472717593826
难过,0.23076923076923106
英语,0.5652173913043482
深深,0.4374999999999999
身影,0.37500000000000044
总算,0.5
味道,0.34883720930232565
天上,0.2857142857142859
想不到,0.6000000000000002
急忙,0.33333333333333337
富有,0.5
评论,0.3470149253731343
接到,0.2857142857142859
想象,0.5
循环,0.3250000000000003
结婚,0.2816901408450706
算是,0.19999999999999996
熟悉,0.3703703703703708
更好,0.2936336674241612
心情,0.2564102564102565
同年,0.5
语言,0.5
出版,0.6666666666666666
衣服,0.39130434782608714
女儿,0.47058823529411753
昨天,0.28301886792452835
是因为,0.4032472717593826
比如,0.4032472717593826
不管,0.4032472717593826
刚才,0.36363636363636365
推出,0.40000000000000013
不好,0.4285714285714288
感觉,0.5016949152542375
一个,0.29671361502347426
真的,0.32327586206896575
以为,0.4032472717593826
去年,0.07999999999999996
以前,0.4032472717593826
空间,0.7647058823529415
明白,0.39682539682539697
其实,0.4032472717593826
看见,0.4032472717593826
参加,0.4761904761904765
心里,0.4032472717593826
消息,0.19999999999999996
突然,0.4032472717593826
后来,0.4032472717593826
非常,0.4032472717593826
一起,0.4032472717593826
