keyword,arousal_value
富士山,0.14659048615372228
神曲,0.5
喜欢,0.20087336244541487
爱情,0.16666666666666696
不能,0.35728385313857103
逛过,0.5
爱意,0.1526707160951164
备胎,0.2700554083353407
试管,0.5
看到,0.4032472717593826
搬走,0.2500000000000001
一座,0.2857142857142859
句子,0.5
可以,0.4032472717593826
拥有,0.2413793103448275
偷偷,0.07999999999999996
分开,0.13333333333333341
什么,0.4032472717593826
足够,0.34782608695652173
移动,0.4032472717593826
故事,0.11805555555555569
失去,0.4032472717593826
葳蕤,0.7474579096516089
林夕,0.33333333333333337
identify,0.5
陈奕迅,0.07021508843461322
你求,0.5
泽日生,0.44140967586046354
跳海,0.21963652818288637
装逼,0.6889121597731248
tube,0.5
染污,0.30746023038946857
爱海,0.08025371916209678
前桌,0.33333333333333337
through,0.4032472717593826
情伤,0.18653054775231837
三角恋,0.5
钟无艳,0.5967527282406174
恒古,0.7172678557146289
sadness,0.5
日错,0.24523231081992236
七友,0.38528405103896657
药别,0.3076923076923076
test,0.5
伤逝,0.5
眼眸,0.5
学理,0.19784680550652955
流浪记,0.31287722848271293
妄自,0.5
倾城,0.3213703391804481
浮夸,0.5
平淡无奇,0.3431019970923559
远点,0.5
回答,0.6451612903225808
遗恨,0.12183458319747908
学文,0.49662199579133903
首歌,0.3979035639745546
长青,0.2179413263253871
一首歌,0.3979035639745546
矫情,0.09999999999999987
终成,0.31082363236995203
荷尔蒙,0.33033740975394177
空港,0.5
放生,0.40033592176401955
惊艳,0.2666666666666667
风姿,0.5
其实,0.4032472717593826
明年,0.33333333333333337
人前,0.5
芳草,0.5
想通,0.5073862793909932
规劝,0.5
初见,0.2500000000000001
今日,0.30000000000000027
指尖,0.6121815109988565
烂泥,0.5
欠债,0.5
方法,0.3333333333333337
归家,0.4342105263157895
如此,0.4032472717593826
事情,0.25806451612903236
我爱你,0.18248175182481763
必先,0.5
几里,0.2959381044487429
觉得,0.4032472717593826
所有,0.4032472717593826
相约,0.5
黑发,0.5314174429654347
述说,0.5
东西,0.2065217391304347
过去,0.4032472717593826
还清,0.4368419697346849
那个,0.4032472717593826
满腔,0.33333333333333337
飞去,0.3736825170843989
取自,0.5
那么,0.4032472717593826
机票,0.2500000000000001
私有,0.5
脱掉,0.35933695390855713
女方,0.5
虚构,0.5
错觉,0.40000000000000013
滑落,0.5
听懂,0.5115517257452102
偏爱,0.33333333333333337
那一刻,0.36363636363636365
这首,0.392575928008999
祝福,0.13793103448275856
提炼,0.7500000000000002
以后,0.4032472717593826
气力,0.5
既然如此,0.5
食堂,0.4285714285714288
坏人,0.2500000000000001
一个,0.29671361502347426
比喻,0.33333333333333337
悲伤,0.24242424242424243
好坏,0.5
永不,0.2500000000000001
但是,0.4032472717593826
这辈子,0.30000000000000027
真心,0.31578947368421095
世间,0.3333333333333337
一种,0.493975903614458
山川,0.1428571428571429
相遇,0.16000000000000014
火烧,0.33333333333333337
看似,0.27272727272727293
