keyword,arousal_value
哀伤,0.07899045416298822
姚贝娜,0.5967527282406182
歌名,0.4927495013003813
KTV,0.5499999999999999
这歌,0.4086223055295223
歌者,0.5
之歌,0.4086223055295223
网易,0.41025641025641013
生病,0.545454545454546
大哭,0.5432044974441546
开心,0.3272727272727275
随便,0.1428571428571429
音乐,0.4787775891341257
感觉,0.5016949152542375
想到,0.40000000000000013
以为,0.4032472717593826
无法,0.4032472717593826
真正,0.4032472717593826
完全,0.4032472717593826
显示,0.5000000000000004
不是,0.35728385313857103
