keyword,arousal_value
冷静,0.5000000000000004
分手,0.09756097560975607
啊啊啊,0.590909090909091
女朋友,0.1919766381754766
真的,0.32327586206896575
讨厌,0.5000000000000004
然后,0.4032472717593826
爱情,0.16666666666666696
凡要,0.44444444444444464
荧幕,0.5
祝你幸福,0.09581190559835007
背景音乐,0.6709483250805998
方力申,0.5967527282406182
怄心,0.3652825621450517
很替,0.26735598227474155
插中头,0.6554916674788032
邓丽欣,0.5934969548910872
多火,0.5324675324675321
沉腻,0.5
人先,0.23066572905399962
冷暴力,0.18380492832380713
吴雨,0.5
现在,0.4032472717593826
这歌,0.4086223055295223
当年,0.6756756756756758
拖拖拉拉,0.5
喜欢,0.20087336244541487
谁错,0.32653061224489777
很棒,0.3333333333333337
什么,0.4032472717593826
搞笑,0.4285714285714288
会想,0.5
其实,0.4032472717593826
二十分钟,0.37287947666038335
我们,0.4032472717593826
来来回回,0.4716315786560088
不要,0.4032472717593826
一下,0.4032472717593826
安全感,0.33333333333333337
衷心,0.6666666666666666
你们,0.4032472717593826
成全,0.5369798625066898
墙边,0.5
谈恋爱,0.019124715837602002
情侣,0.2142857142857144
未来,0.24561403508771917
有缘,0.09999999999999987
猜忌,0.0688955810952
伤痕,0.40000000000000013
干嘛,0.5000000000000004
钉子,0.5
歌词,0.3688524590163934
男生,0.23030137596391087
男朋友,0.16010892130256105
相爱,0.10627942988970696
不会,0.22487509501581437
最爱,0.18412761742667505
相望,0.5
好久,0.3181818181818181
预见,0.6666666666666666
只想,0.21444392483322283
女生,0.16000000000000014
相遇,0.16000000000000014
纠缠,0.4285714285714288
开心,0.3272727272727275
宁可,0.4032472717593826
他俩,0.2500000000000001
羡慕,0.23076923076923106
会合,0.33333333333333337
一点点,0.2857142857142859
你好,0.2592592592592594
知道,0.4032472717593826
舍不得,0.27272727272727293
总会,0.18465770302181717
看清,0.4282620033951341
勇敢,0.4374999999999999
可爱,0.20370370370370372
狠狠,0.40000000000000013
难过,0.23076923076923106
记住,0.6086956521739129
有时候,0.24528301886792492
偶尔,0.26315789473684226
就是,0.4032472717593826
六年,0.5572217334911944
第二个,0.34782608695652173
这句,0.356687898089172
罢了,0.4032472717593826
彼此,0.4032472717593826
合适,0.2500000000000001
电影,0.3571428571428572
忍不住,0.43999999999999995
放弃,0.3250000000000003
不够,0.4032472717593826
一段时间,0.14094158028075154
一生,0.2833333333333332
拒绝,0.23076923076923106
习惯,0.28205128205128205
没有,0.4032472717593826
永远,0.3660714285714285
想着,0.27884615384615397
遇到,0.4032472717593826
想起,0.25531914893617036
可能性,0.6666666666666666
努力,0.2272727272727273
