keyword,arousal_value
大哭,0.5432044974441546
拾荒者,0.10978356674174927
三人行,0.5404341066795224
AV,0.33333333333333337
念旧,0.26403262133635574
忍痛,0.5
网易,0.41025641025641013
连个,0.33333333333333337
流泪,0.3129770992366411
下载,0.30000000000000027
音乐,0.4787775891341257
一对,0.4032472717593826
永远,0.3660714285714285
手机,0.3809523809523815
一只,0.33333333333333337
为了,0.4032472717593826
但是,0.4032472717593826
没有,0.4032472717593826
