keyword,arousal_value
亲亲,0.375
青春,0.18309859154929597
马尾辫,0.4252655538694995
想起,0.25531914893617036
rider,0.5
歌里,0.30060329395300156
kick,0.5
字来,0.2708333333333337
大过天,0.39393838931692493
暗恋,0.06896551724137923
校服,0.5000000000000004
女校,0.34373448588032596
很傻,0.19199381397414583
盖世英雄,0.9183473283677012
广播站,0.22975362602060068
小卖部,0.16666666666666674
怦然心动,0.19784680550653078
乱撞,0.30530273765885785
首歌,0.3979035639745546
一首歌,0.3979035639745546
独当一面,0.6666666666666666
乐此不疲,0.33333333333333337
哈哈哈,0.30000000000000027
初恋,0.0625
小鹿,0.09815818034762536
黑板,0.33333333333333337
撒娇,0.40000000000000013
无敌,0.8333333333333335
前奏,0.5555555555555558
操场,0.44444444444444464
课本,0.7142857142857144
表白,0.05618967146908027
男生,0.23030137596391087
单身,0.3611111111111114
曲调,0.3076923076923076
旁人,0.4032472717593826
那颗,0.40625000000000033
网易,0.41025641025641013
歌声,0.3333333333333337
初中,0.3437500000000001
杂质,0.33333333333333337
一瞬间,0.4285714285714288
恋爱,0.05714285714285705
老夫,0.37500000000000044
少女,0.16666666666666674
女孩子,0.17391304347826086
形容,0.3076923076923076
超级,0.4374999999999999
公主,0.33333333333333337
听得,0.45152603231597865
看起来,0.35060975609756095
想不到,0.6000000000000002
自己,0.4032472717593826
想想,0.5000000000000004
单纯,0.21052631578947367
重复,0.4374999999999999
简直,0.382352941176471
对方,0.18181818181818177
别的,0.4032472717593826
日子,0.1428571428571429
当年,0.6756756756756758
经常,0.4032472717593826
学生,0.33333333333333337
听到,0.4277456647398845
喜欢,0.20087336244541487
即使,0.4032472717593826
时代,0.5813953488372092
只能,0.3200000000000003
希望,0.28899082568807355
除了,0.4032472717593826
任何,0.4032472717593826
事情,0.25806451612903236
然后,0.4032472717593826
那些,0.4032472717593826
所有,0.4032472717593826
表示,0.4032472717593826
认为,0.4032472717593826
就是,0.4032472717593826
可以,0.4032472717593826
