林夕,0.10967676608165138
不起,0.10967676608165138
完美,0.10321679183490826
情敌,0.1000453704440367
爱情,0.09426176428775228
贬低,0.09145735797477064
熬过,0.09093296885697248
自己,0.08080364297110092
没有,0.07139503589793578
其实,0.07056333991733944
一个,0.06462272871857798
感情,0.058491531246330275
隔山,0.05638183366743119
牵绊,0.05554549625091743
前度,0.05483838304082569
主了,0.05483838304082569
观光团,0.05483838304082569
最酸,0.05483838304082569
Sammi,0.05483838304082569
没人能,0.05483838304082569
内心话,0.05483838304082569
变丑,0.05483838304082569
退群,0.05483838304082569
TM,0.05483838304082569
吐槽,0.05483838304082569
绕绕,0.05483838304082569
不是,0.05215335059587156
真真是,0.05199875364449542
擦亮眼睛,0.051658808818348625
曲曲,0.051342327756422015
流行音乐,0.050505990339908255
告别仪式,0.050505990339908255
说词,0.05025797556330275
释怀,0.05002268522201835
某天,0.049381575394495406
隔水,0.049186347805504585
才能,0.04913463082495413
嘴硬,0.048646058651376146
别离,0.04831826523853212
后来,0.04579925024614679
好过,0.04529966037266055
自卑,0.04475937121825688
高傲,0.04468713104871559
早知,0.04440903645321101
放不下,0.04434206948339449
觉得,0.044301925962018346
爱美,0.044210998967568804
那些,0.04409252191321101
相约,0.04402115852646789
黑漆漆,0.043898827117844035
盗版,0.04383886344091743
重逢,0.04349466534027523
悄无声息,0.04333179062256881
照常,0.0431745012946789
歌词,0.04191974182192661
自尊,0.04191974182192661
怎么,0.04054700326403669
磁带,0.0405416633896789
单身,0.04048396255385321
懒得,0.04028754054844037
高估,0.04026015446133028
之后,0.04015450708853211
发现,0.04011970516330275
只有,0.040067084360366975
假装,0.03967157900885321
情人,0.039414724562247705
爱心,0.039107335982981654
爱人,0.038759812836743124
宁愿,0.03872060613683486
初中,0.03856704682862386
放过,0.0385294469790367
口吻,0.03838205579472477
不爱,0.03829228471123853
错过,0.03811784711678899
骄傲,0.037464845757247706
成群,0.03745002456192661
甘心,0.03739121406454128
开心,0.03730438833110092
逃出,0.03705335668114679
起床,0.03699938951793578
苦难,0.036919610881651375
分手,0.036906448301697245
有意思,0.03681535284917431
终究,0.0366632785037156
垃圾,0.03665083031165138
总有,0.03662603481362385
低估,0.03656462618619266
旅行,0.03652817177472477
如果,0.03638649150449542
痛哭,0.036292276307752294
心疼,0.036134082839495416
发觉,0.03612298934931193
遇见,0.0358435913993578
告别,0.03549249012816514
可爱,0.03494683901412844
相见,0.03392839210293578
大笑,0.033839978650596333
谢谢,0.033819815295183485
喝酒,0.03375985161830275
世上,0.03372687407894495
偶然,0.03363577862642202
夜晚,0.03279085906344037
眼光,0.03267445439605504
干脆,0.03257113570490826
无奈,0.03251024335990826
心思,0.03188890105348624
客观,0.03188890105348624
资格,0.031703405440366976
人生,0.03141264496669725
原本,0.03132616645761468
无数,0.03131061676151376
幸福,0.03122983456880734
我们,0.03111300887146789
学会,0.03096679273321101
而已,0.03083896897146789
结婚,0.030111889871330275
放弃,0.030093994571834863
第二天,0.02994463892463303
真实,0.029910192034633028
痛苦,0.029697837521009175
